,Unnamed: 0,individual_wikidata_id,productive_year,decade,individual_name,score,region_name,count_works
341,4473,Q18851358,1826.0,1830,Mathias Wilhelm Eckhoff,11,Nordic countries,4.0
342,4482,Q547055,1869.0,1870,Carl Bloch,50,Nordic countries,35.0
343,4497,Q92198172,1867.0,1870,Victor Alphonse Charles Boyenval,9,France,0.0
344,4530,Q2976788,1846.0,1850,Mécène Marié de l'Isle,10,France,0.0
345,4575,Q3105012,1831.0,1830,Giacinto Corio,7,Italy,0.0
346,4587,Q4227519,1853.0,1850,Nikolay Koksharov,23,Eastern Europe,0.0
347,4594,Q8862647,1869.0,1870,Ludwik Kurella,12,Eastern Europe,1.0
348,4603,Q1239075,1834.0,1830,George Finlay,44,Eastern Europe,1.0
349,4612,Q10294687,1864.0,1860,Henri Drouët,14,France,0.0
350,4629,Q4093133,1855.0,1860,Timofei Bondarev,11,Eastern Europe,2.0
351,4646,Q974271,1839.0,1840,Louis-François-Clement Breguet,22,France,2.0
352,4661,Q19945240,1837.0,1840,Hippolyte Royer-Collard,11,France,0.0
353,4664,Q105693294,1825.0,1820,Edme Jean Ruhierre,12,France,0.0
354,4681,Q12756947,1814.0,1810,Pavle Solarić,16,Eastern Europe,0.0
355,4700,Q99657524,1829.0,1830,Adam Mateusz Bartoszewicz,8,Eastern Europe,0.0
356,4718,Q74621899,1869.0,1870,Ernst Frederik Kruijf,6,Low countries,0.0
357,4731,Q460587,1820.0,1820,Marie Bigot,29,France,0.0
358,4744,Q20732961,1872.0,1870,Edward Laws,9,United Kingdom,0.0
359,4748,Q19630769,1831.0,1830,Ramond de la Croisette,10,France,0.0
360,4775,Q12303525,1867.0,1870,Birgitte Levison,2,Nordic countries,1.0
361,4784,Q385440,1857.0,1860,Jules Antoine Lissajous,22,France,0.0
362,4788,Q1986347,1812.0,1810,Nicolas-Joseph Platel,15,Low countries,0.0
363,4800,Q1238190,1860.0,1860,George Edward Cokayne,24,United Kingdom,3.0
364,4804,Q326419,1835.0,1840,Frederick Bakewell,17,United Kingdom,0.0
365,4822,Q94695035,1857.0,1860,Louis Sauvageau,7,France,3.0
366,4828,Q3579887,1839.0,1840,Édouard Hostein,29,France,6.0
367,4835,Q3089809,1848.0,1850,Frédéric Flachéron,21,France,0.0
368,4843,Q105404355,1865.0,1860,John Bevan Hazard,9,United Kingdom,0.0
369,4847,Q7290138,1873.0,1870,Ramsay Weston Phipps,17,United Kingdom,0.0
370,4855,Q725355,1846.0,1850,Charles Kean,35,United Kingdom,0.0
371,4871,Q105439732,1838.0,1840,Giuseppe DeMattia,2,Italy,0.0
372,4874,Q3807054,1865.0,1860,Janko Čajak,15,Eastern Europe,0.0
373,4886,Q7002198,1808.0,1810,Melchiorre Missirini,45,Italy,0.0
374,4889,Q60233866,1857.0,1860,Theodor Brüggemann,10,Low countries,0.0
375,4901,Q131761,1813.0,1810,Humphry Davy,119,France,7.0
376,4908,Q1682689,1820.0,1820,Janez Nepomuk Primic,14,Eastern Europe,0.0
377,4911,Q12331523,1872.0,1870,Peter Fangel,3,Nordic countries,0.0
378,4926,Q1394761,1872.0,1870,Richard Anthony Proctor,37,United Kingdom,5.0
379,4930,Q24844714,1809.0,1810,Mary Dawson Turner,17,United Kingdom,0.0
380,4934,Q7341431,1863.0,1860,Robert Alexander Hillingford,26,United Kingdom,2.0
381,4937,Q18411707,1859.0,1860,Moritz Wolff,17,Nordic countries,0.0
382,4942,Q2373372,1860.0,1860,Henry Richards Luard,32,United Kingdom,37.0
383,5003,Q5559803,1865.0,1860,Oscar Arnoldson,7,Eastern Europe,0.0
384,5007,Q12314876,1848.0,1850,H.P. Prior,3,Nordic countries,0.0
385,5018,Q63433126,1872.0,1870,Leon Biedroński,6,Eastern Europe,1.0
386,5025,Q26243145,1822.0,1820,Philippus Velijn,19,Low countries,2.0
387,5034,Q3188839,1864.0,1860,Jules Pellechet,14,France,0.0
388,5043,Q3107325,1820.0,1820,Giovanni Ricordi,24,Italy,0.0
389,5057,Q261007,1859.0,1860,William Allingham,54,United Kingdom,3.0
390,5086,Q1398731,1809.0,1810,Faustino Anderloni,37,Italy,1.0
391,5098,Q3719657,1869.0,1870,Paolo Lioy,34,Italy,0.0
392,5112,Q5537270,1821.0,1820,George Brodie,13,United Kingdom,0.0
393,5120,Q1685004,1821.0,1820,Jean-Louis Tulou,38,France,0.0
394,5123,Q105318449,1842.0,1840,Charles Antoine Marie Annee,7,France,0.0
395,5151,Q110175561,1858.0,1860,Edmond Pierre Henri Adolphe Silvestre du Perron,3,France,0.0
396,5172,Q61709818,1859.0,1860,Jan Meller,5,Eastern Europe,0.0
397,5205,Q12791983,1874.0,1870,Janez Bilc,8,Eastern Europe,0.0
398,5229,Q15485065,1815.0,1820,Frances Dorothy Cartwright,16,United Kingdom,0.0
399,5252,Q2880664,1854.0,1850,Baldassare Verazzi,15,Italy,2.0
400,5281,Q15969748,1856.0,1860,Théodore Olivier,6,France,0.0
401,5291,Q4327649,1859.0,1860,Ivan G. Nostitz,3,Eastern Europe,0.0
402,5302,Q687070,1863.0,1860,Vilmos Zsolnay,19,Eastern Europe,0.0
403,5318,Q1321491,1838.0,1840,Louis Piette,11,France,0.0
404,5323,Q61197878,1850.0,1850,Karel Kontski,17,France,0.0
405,5327,Q65094,1845.0,1840,Henryk Dmochowski,10,Eastern Europe,0.0
406,5341,Q24267725,1862.0,1860,Louis Verboeckhoven,5,Low countries,0.0
407,5355,Q725492,1821.0,1820,František Tkadlík,30,Eastern Europe,7.0
408,5367,Q16561695,1861.0,1860,Jan Sejdlitz,7,Eastern Europe,2.0
409,5374,Q3163650,1874.0,1870,Jean-Adolphe Alhaiza,15,France,2.0
410,5378,Q29575045,1837.0,1840,Johannes Craner,6,Low countries,0.0
411,5383,Q62648180,1855.0,1860,David Roberts,6,United Kingdom,1.0
412,5387,Q94812566,1848.0,1850,Pierre Joseph Challamel,24,France,0.0
413,5404,Q19997912,1852.0,1850,Antonino Marchisio,6,Italy,0.0
414,5427,Q59652980,1872.0,1870,Matthew Taylor,3,United Kingdom,0.0
415,5429,Q21715854,1837.0,1840,Gustav Brasche,10,Eastern Europe,0.0
416,5435,Q21638730,1838.0,1840,Auguste Van de Steene,10,Low countries,2.0
417,5438,Q6174362,1820.0,1820,Étienne Denisse,9,France,0.0
418,5447,Q433973,1869.0,1870,Jules Lefebvre,48,France,53.0
419,5453,Q98136264,1847.0,1850,August Böhm,10,Eastern Europe,0.0
420,5470,Q102076144,1807.0,1810,Pietro Casalini,1,Italy,0.0
421,5476,Q1529582,1867.0,1870,Karl Hugo Huppert,16,Eastern Europe,0.0
422,5480,Q2871436,1858.0,1860,Auguste Victor Deroy,12,France,0.0
423,5484,Q4177895,1861.0,1860,Léon Jean Jacquard,13,France,0.0
424,5495,Q19001599,1866.0,1870,Charles Louis Alexis Royer,10,France,1.0
425,5547,Q4668237,1816.0,1820,Feliks Bentkowski,18,Eastern Europe,1.0
426,5556,Q69455226,1866.0,1870,Helen Hoppner Coode,3,United Kingdom,0.0
427,5599,Q468149,1871.0,1870,Robert Swinhoe,17,United Kingdom,0.0
428,5610,Q2832633,1809.0,1810,Aleksije Lazović,1,Eastern Europe,0.0
429,5618,Q95149852,1837.0,1840,Jan Herzog,3,Eastern Europe,0.0
430,5621,Q38035406,1865.0,1860,Dominique Trachel,7,France,6.0
431,5626,Q2833488,1838.0,1840,Alexandre Boreau,23,France,6.0
432,5653,Q1436596,1851.0,1850,Joseph Charlier,2,Low countries,0.0
433,5662,Q4255752,1847.0,1850,Kastor Lebedev,6,Eastern Europe,0.0
434,5678,Q2414590,1849.0,1850,Jan de Liefde,23,Low countries,0.0
435,5684,Q94924068,1870.0,1870,Josef Jiříček,5,Eastern Europe,0.0
436,5686,Q55089392,1854.0,1850,Karl Johann Theodor Boetticher,7,Eastern Europe,0.0
437,5691,Q1160320,1853.0,1850,Daniël Chantepie de la Saussaye,16,Low countries,0.0
438,5713,Q5786847,1873.0,1870,Carl Hammarskjöld,8,Nordic countries,0.0
439,5718,Q5539631,1869.0,1870,George Garrett,27,United Kingdom,0.0
440,5732,Q26309904,1821.0,1820,Jean Baptiste Meunier,8,France,0.0
441,5738,Q22819523,1818.0,1820,Helene Harlaß,8,Eastern Europe,0.0
442,5740,Q9251282,1864.0,1860,Edward Wiktor Leo,9,Eastern Europe,0.0
443,5746,Q715164,1823.0,1820,Pierre Joseph Pelletier,37,France,0.0
444,5757,Q4320887,1859.0,1860,Konstantin Nikolʹskīĭ,10,Eastern Europe,0.0
445,5769,Q3099186,1872.0,1870,Gaston Virebent,4,France,0.0
446,5773,Q26236110,1842.0,1840,Cristóbal Martínez Corrés,2,Italy,0.0
447,5776,Q55855977,1818.0,1820,Karel Šádek,6,Eastern Europe,0.0
448,5817,Q12312229,1852.0,1850,Franziska Carlsen,9,Nordic countries,0.0
449,5838,Q2706048,1813.0,1810,Thomas Brown,43,United Kingdom,0.0
450,5842,Q16066105,1810.0,1810,Catherine Andras,19,United Kingdom,1.0
451,5865,Q27615110,1854.0,1850,Johann Schlesinger,6,Eastern Europe,0.0
452,5880,Q12002015,1859.0,1860,Ferdinand Heller,13,Eastern Europe,0.0
453,5883,Q1587734,1860.0,1860,Hartwig Floto,11,Eastern Europe,0.0
454,5892,Q21456770,1854.0,1850,James Edgell Collins,11,United Kingdom,2.0
455,5907,Q60234004,1858.0,1860,Claus Pruter,2,Low countries,0.0
456,5910,Q103042,1809.0,1810,John Parish von Senftenberg,11,Eastern Europe,0.0
457,5936,Q7790556,1837.0,1840,Thomas Heathfield Carrick,25,United Kingdom,4.0
458,5958,Q907230,1852.0,1850,Károly Dobozy,2,Eastern Europe,0.0
459,5961,Q26132687,1871.0,1870,Rudolph Schmidt,17,Nordic countries,0.0
460,5966,Q5345834,1841.0,1840,Edward Welch,10,United Kingdom,0.0
461,5969,Q94828624,1868.0,1870,Gustav Lindner,5,Eastern Europe,0.0
462,5972,Q110270065,1865.0,1860,Angelo Pavesi,8,Italy,0.0
463,5976,Q76421340,1866.0,1870,Daniel Bac,6,France,0.0
464,5979,Q60237204,1845.0,1840,C.F. Kellenbach,1,Low countries,0.0
465,5983,Q52154925,1857.0,1860,Ignazio Cugnoni,10,Italy,0.0
466,5998,Q16189025,1861.0,1860,Josep Coll i Vilaceca,6,France,0.0
467,6004,Q5869596,1822.0,1820,Friedrich Dehnhardt,14,Italy,0.0
468,6013,Q4286236,1829.0,1830,Jan Maszkowski,13,Eastern Europe,0.0
469,6022,Q3052607,1871.0,1870,Emmanuel Brune,19,France,0.0
470,6044,Q20751602,1848.0,1850,François Pierre Barry,18,France,4.0
471,6061,Q29119580,1854.0,1850,Henry Cook,10,United Kingdom,0.0
472,6068,Q1528726,1821.0,1820,Giuseppe Zacco,1,Italy,0.0
473,6075,Q73980,1811.0,1810,Lady Hester Stanhope,47,United Kingdom,0.0
474,6127,Q18528101,1830.0,1830,Joshua Mantell,1,United Kingdom,0.0
475,6140,Q53128817,1869.0,1870,Antonio Rossi,4,Italy,0.0
476,6153,Q5565480,1823.0,1820,Giuseppe Nicolini,20,Italy,0.0
477,6158,Q28317028,1839.0,1840,Charles Muskett,4,United Kingdom,0.0
478,6160,Q110861907,1812.0,1810,Elijah ben Selig Bondi,12,Eastern Europe,0.0
479,6174,Q31095014,1853.0,1850,János Kaczvinszky,5,Eastern Europe,0.0
480,6196,Q15442840,1872.0,1870,Howard Williams,19,United Kingdom,0.0
481,6204,Q55673478,1853.0,1850,Johann Chrysostomus Mitterrutzner,25,Italy,0.0
482,6212,Q5482593,1843.0,1840,Francis Thompson,6,United Kingdom,0.0
483,6215,Q55129010,1819.0,1820,Armand-Philippe-Joseph Béra,10,France,0.0
484,6219,Q362138,1854.0,1850,Johann Voldemar Jannsen,21,Eastern Europe,0.0
485,6243,Q60785806,1839.0,1840,George Leslie,1,United Kingdom,0.0
486,6255,Q18528073,1807.0,1810,Joseph Theakston,4,United Kingdom,0.0
487,6268,Q64821809,1846.0,1850,Friedrich Rieger,6,Eastern Europe,0.0
488,6276,Q101495940,1818.0,1820,Benjamin Eugène Bourgeois,5,Italy,0.0
489,6283,Q110175520,1859.0,1860,Claude Charles Maugey,3,France,0.0
490,6289,Q5857749,1827.0,1830,Carl Olof Fineman,7,Nordic countries,0.0
491,6293,Q60283866,1851.0,1850,Pieter Schuddebeurs,1,Low countries,0.0
492,6298,Q51162997,1836.0,1840,Gustave Silbermann,21,France,0.0
493,6380,Q22692164,1874.0,1870,Karl Hackenschmidt,11,France,0.0
494,6391,Q516286,1864.0,1860,Franjo Rački,33,Eastern Europe,0.0
495,6406,Q23951214,1863.0,1860,Leberecht Lortet,10,France,0.0
496,6412,Q3721462,1849.0,1850,Elena Montecchi,9,Italy,0.0
497,6417,Q726415,1854.0,1850,Joseph Alfred Serret,41,France,0.0
498,6425,Q21609186,1864.0,1860,Augusta Åkerlöf,8,Nordic countries,6.0
499,6459,Q3588409,1864.0,1860,Émile Chevé,7,France,5.0
500,6465,Q19287133,1815.0,1820,Joseph Heigel,14,France,1.0
501,6484,Q6761203,1807.0,1810,Maria Frances Parke,13,United Kingdom,0.0
502,6491,Q21520006,1848.0,1850,Bernardin Martin,6,France,0.0
503,6494,Q23728763,1806.0,1810,Antonín Karel Balzer,27,Eastern Europe,1.0
504,6502,Q965237,1828.0,1830,William Maginn,41,United Kingdom,1.0
505,6514,Q38119089,1847.0,1850,Cécile Camoin,5,France,0.0
506,6524,Q55398981,1870.0,1870,Benjamin-Louis-Auguste Damman,18,France,0.0
507,6529,Q3562376,1815.0,1820,Karol Jelski,3,Eastern Europe,0.0
508,6533,Q26690095,1849.0,1850,Jean-Baptiste Auxcousteaux,3,France,0.0
509,6560,Q94889356,1832.0,1830,Louis-François-Hilarion Audibert,10,France,3.0
510,6566,Q12086700,1873.0,1870,Nadezhda Aleksandrovna Gen Belozerskaia,10,Eastern Europe,0.0
511,6586,Q17428212,1862.0,1860,Frans Baeckelmans,11,Low countries,4.0
512,6587,Q65966610,1821.0,1820,Ignacy Chodynicki,14,Eastern Europe,1.0
513,6628,Q47498821,1854.0,1850,Ada Benini,15,Italy,0.0
514,6648,Q1231122,1872.0,1870,David Wilkie Wynfield,39,United Kingdom,2.0
515,6663,Q1333348,1842.0,1840,Ernest Legouvé,81,France,12.0
516,6667,Q55865736,1840.0,1840,Charles Frédéric Oppermann,6,France,0.0
517,6670,Q3082016,1845.0,1840,Francisque Tapon-Fougas,5,France,0.0
518,6688,Q3840153,1828.0,1830,Luigi Serristori,24,Italy,0.0
519,6707,Q5971442,1857.0,1860,Andreas Peter Madsen,23,Nordic countries,4.0
520,6711,Q37014006,1867.0,1870,Georg Herold,4,Nordic countries,0.0
521,6715,Q15407410,1834.0,1830,Jean-Eugène Dezeimeris,20,France,1.0
522,6724,Q2833229,1849.0,1850,Alexander Willem Michiel Van Hasselt,15,Low countries,17.0
523,6741,Q7313717,1849.0,1850,René Gillotin,18,France,0.0
524,6749,Q18729975,1837.0,1840,Andrew Morton,25,United Kingdom,11.0
525,6752,Q24019601,1867.0,1870,Axel Dahl,3,Nordic countries,0.0
526,6755,Q7427308,1853.0,1850,Saul Isaac Kämpf,31,Eastern Europe,2.0
527,6757,Q18957763,1823.0,1820,Maimon Fraenkel,11,Eastern Europe,0.0
528,6785,Q265980,1840.0,1840,Imre Mikó,18,Eastern Europe,0.0
529,6790,Q20732712,1869.0,1870,Coslett Coslett,2,United Kingdom,0.0
530,6798,Q21457922,1866.0,1870,James William Walker,12,United Kingdom,0.0
531,6826,Q7191956,1818.0,1820,Pierre-Aimé Millet,15,France,1.0
532,6835,Q217068,1848.0,1850,Charles-Valentin Alkan,78,France,0.0
533,6855,Q1910219,1869.0,1870,Matthias Pangerl,19,Italy,0.0
534,6859,Q52154850,1852.0,1850,Jacques Léon Dusautoy,11,France,0.0
535,6862,Q208448,1841.0,1840,Augustus De Morgan,77,United Kingdom,2.0
536,6866,Q21656620,1859.0,1860,Charles Feil,2,France,0.0
537,6870,Q124073,1808.0,1810,Jean Charles Léonard de Sismondi,110,France,3.0
538,6881,Q43129100,1855.0,1860,Victor De Bornschlegel,9,France,0.0
539,6902,Q15407109,1846.0,1850,Félix de Boucheporn,13,France,0.0
540,6926,Q4292570,1869.0,1870,Arseny Meshchersky,8,Eastern Europe,9.0
541,6951,Q1149445,1835.0,1840,"Francis Egerton, 1st Earl of Ellesmere",68,United Kingdom,0.0
542,6977,Q52154614,1834.0,1830,Albert Magimel,7,France,0.0
543,6980,Q52154879,1855.0,1860,Edmond Pierre Gustave Pellerin,4,France,0.0
544,6981,Q12752121,1807.0,1810,Ivan Jugović,10,Eastern Europe,0.0
545,6992,Q4095169,1874.0,1870,Mikhail Botkin,22,Eastern Europe,6.0
546,6996,Q5396322,1854.0,1850,Johan Eklöf,5,Nordic countries,0.0
547,7000,Q60277950,1871.0,1870,J.B. Gnodde,1,Low countries,0.0
548,7022,Q3336051,1860.0,1860,Narcisse-Alexandre Buquet,1,France,0.0
549,7050,Q42219186,1868.0,1870,Joseph Cuvelier,1,France,0.0
550,7075,Q18911293,1866.0,1870,William Cyples,8,United Kingdom,0.0
551,7088,Q4410789,1865.0,1860,A. Svirelin,10,Eastern Europe,0.0
552,7160,Q49966201,1819.0,1820,Giuseppe Silvestri,22,Italy,0.0
553,7164,Q18011930,1851.0,1850,Charles Bocher,13,France,1.0
554,7245,Q21608066,1854.0,1850,Louis Joseph Schlim,5,France,0.0
555,7254,Q828078,1874.0,1870,Berthold Volz,21,Eastern Europe,0.0
556,7269,Q6680571,1870.0,1870,Lorenz Nikolai Achté,13,Nordic countries,0.0
557,7283,Q17078637,1846.0,1850,Franciszek Ksawery Siemianowski,11,Eastern Europe,0.0
558,7287,Q5714165,1866.0,1870,Pasquale D'Ercole,21,Italy,0.0
559,7308,Q3130481,1865.0,1860,Henri-Étienne Beaunis,40,France,1.0
560,7339,Q384766,1830.0,1830,Robert Moffat,36,United Kingdom,0.0
561,7355,Q3430934,1847.0,1850,Richard Kippist,19,United Kingdom,0.0
562,7373,Q3052692,1810.0,1810,Emmanuel Dupaty,34,France,0.0
563,7377,Q28465771,1856.0,1860,Luigi Albanesi,10,Italy,0.0
564,7419,Q2003880,1843.0,1840,Albert Grisar,46,France,0.0
565,7474,Q57106,1857.0,1860,Heinrich Schliemann,108,Italy,1.0
566,7478,Q2959863,1835.0,1840,Charles Mourain de Sourdeval,13,France,0.0
567,7492,Q30064269,1835.0,1840,Otto Emanuel Ödman,5,Nordic countries,0.0
568,7496,Q41342283,1858.0,1860,Johannes Christiaan d' Arnaud Gerkens,16,Low countries,0.0
569,7508,Q1710731,1854.0,1850,Louis Pierre Deffès,23,France,0.0
570,7512,Q1680330,1871.0,1870,James Edward Tierney Aitchison,19,United Kingdom,0.0
571,7521,Q1406200,1864.0,1860,John Roddam Spencer Stanhope,41,Italy,9.0
572,7542,Q4132205,1814.0,1810,Stepan Galaktionov,25,Eastern Europe,0.0
573,7547,Q3610135,1859.0,1860,Alessandro Mazzucchetti,8,Italy,0.0
574,7550,Q97924791,1849.0,1850,Eva Louise Stackelberg,1,Nordic countries,0.0
575,7554,Q18093115,1874.0,1870,Philippus Jacobus Hoedemaker,9,Low countries,0.0
576,7559,Q97958865,1862.0,1860,Charles-Martial Baury,4,France,0.0
577,7574,Q19976050,1864.0,1860,Astolf Mozart Möller,1,Nordic countries,0.0
578,7599,Q15970191,1832.0,1830,Auguste Bottée de Toulmon,21,France,0.0
579,7603,Q29246772,1833.0,1830,Johan Salmson,4,France,0.0
580,7609,Q60241501,1872.0,1870,Roelof Dirk Nout,1,Low countries,0.0
581,7623,Q61198932,1839.0,1840,P. Mauritius Kanicensis Schrutka,6,Eastern Europe,0.0
582,7626,Q2762575,1870.0,1870,William Stanley Haseltine,42,Italy,56.0
583,7649,Q21289830,1847.0,1850,Selim Rothwell,11,United Kingdom,0.0
584,7661,Q96208181,1862.0,1860,Ferdinand Jamin,2,France,0.0
585,7665,Q748127,1836.0,1840,George Perkins Marsh,44,Italy,4.0
586,7670,Q14101146,1850.0,1850,Pieter Jacob Andriessen,18,Low countries,0.0
587,7681,Q6619411,1844.0,1840,Jan Krzeptowski,17,Eastern Europe,0.0
588,7682,Q20478891,1868.0,1870,János Csató,9,Eastern Europe,0.0
589,7696,Q47514383,1862.0,1860,János Vidéky,7,Eastern Europe,0.0
590,7705,Q5409634,1858.0,1860,Eumone Baratta,11,Italy,0.0
591,7707,Q47513916,1845.0,1840,Rendek József,1,Eastern Europe,0.0
592,7723,Q55875337,1848.0,1850,René Paul Baillot,15,France,0.0
593,7732,Q11925879,1857.0,1860,Vojtěch Ignác Ullmann,21,Eastern Europe,0.0
594,7746,Q95183342,1857.0,1860,Josef Horák,3,Eastern Europe,0.0
595,7772,Q11294549,1872.0,1870,Ernest Gossart,15,Low countries,0.0
596,7775,Q4753894,1862.0,1860,Anders Petersen,5,Nordic countries,0.0
597,7779,Q27444266,1854.0,1850,Emile Gambogi,8,France,0.0
598,7795,Q107048181,1868.0,1870,Henri Leonardus Anthonie van Campen,2,Low countries,1.0
599,7801,Q55126629,1840.0,1840,Vincenz Seback,7,Eastern Europe,0.0
600,7814,Q19756137,1868.0,1870,Henriëtte Jacqueline Sablairolles,2,Low countries,0.0
601,7819,Q100324475,1868.0,1870,Corneille Napoléon Aubert,1,Low countries,0.0
602,7845,Q20851190,1818.0,1820,Jean-Pierre Alaux,10,France,2.0
603,7850,Q6170863,1840.0,1840,Jean Hyacinthe Galoppe d'Onquaire,25,France,1.0
604,7853,Q3349312,1874.0,1870,Odon Delarc,16,France,0.0
605,7858,Q100324599,1866.0,1870,Veuve Auguste De Bedts,1,Low countries,0.0
606,7865,Q66606209,1858.0,1860,Carl Salomon Bleckert Lindman,11,Nordic countries,0.0
607,7874,Q16802178,1838.0,1840,Jules Seveste,5,France,0.0
608,7881,Q2837021,1848.0,1850,Aline Alaux,6,France,0.0
609,7894,Q3216636,1861.0,1860,Lambert Thiboust,30,France,0.0
610,7949,Q3299250,1853.0,1850,Zef Jubani,11,Eastern Europe,0.0
611,7954,Q110082451,1854.0,1850,Rafael García y Hispaleto,2,France,0.0
612,7971,Q3189203,1840.0,1840,Julie Dorus-Gras,25,France,0.0
613,7975,Q2675600,1857.0,1860,Jan Van de Kerkhove,11,Low countries,0.0
614,7992,Q21803257,1856.0,1860,Sofia G. Rehnevskaya,1,Eastern Europe,0.0
615,8056,Q2824196,1835.0,1840,Adelaide Tosi,13,Italy,0.0
616,8066,Q19825140,1869.0,1870,Jan Eduard z Neuberka,1,Eastern Europe,0.0
617,8070,Q21289728,1827.0,1830,Richard Carruthers,9,United Kingdom,0.0
618,8096,Q1037085,1871.0,1870,Carl Billotte,2,Low countries,0.0
619,8103,Q4227412,1808.0,1810,Fyodor Kokoshkin,7,Eastern Europe,1.0
620,8106,Q792998,1834.0,1830,Dániel Benkő,3,Eastern Europe,0.0
621,8113,Q98837260,1810.0,1810,Claude-Frédéric-Henri Mazoyer,7,France,0.0
622,8125,Q24250195,1868.0,1870,Leopold Dušinský,6,Eastern Europe,0.0
623,8129,Q3830705,1866.0,1870,Leopoldo Marenco,29,Italy,0.0
624,8139,Q2828094,1851.0,1850,Aimé de Lemud,32,France,1.0
625,8143,Q17582569,1871.0,1870,William Holmes Sullivan,6,United Kingdom,1.0
626,8161,Q4284183,1862.0,1860,Louise-Aglaé Massart,7,France,0.0
627,8170,Q7264026,1820.0,1820,Pál Balkay,6,Eastern Europe,0.0
628,8221,Q4394931,1843.0,1840,Fedor Richter,15,Eastern Europe,0.0
629,8258,Q102277226,1838.0,1840,Dominique Tajan-Rogé,6,France,0.0
630,8261,Q163993,1833.0,1830,Josef Slavík,29,Eastern Europe,0.0
631,8271,Q5218917,1832.0,1830,Daniel Thomas Egerton,28,United Kingdom,29.0
632,8297,Q107529858,1849.0,1850,Giuseppe Castronovo,10,Italy,0.0
633,8306,Q2329794,1852.0,1850,Tom Taylor,53,United Kingdom,4.0
634,8312,Q18438817,1868.0,1870,Rosalia von Ernest,4,Eastern Europe,0.0
635,8319,Q78514530,1836.0,1840,Jean-Baptiste Raulx,7,France,0.0
636,8341,Q5699943,1856.0,1860,Heinrich August Hahn,12,Eastern Europe,0.0
637,8350,Q75503,1858.0,1860,Moritz Schiff,37,France,0.0
638,8382,Q1960565,1837.0,1840,Sara Coleridge,53,United Kingdom,2.0
639,8401,Q1592182,1873.0,1870,Jules Forni,10,France,5.0
640,8416,Q4085903,1826.0,1830,Nikolay Bestuzhev,26,Eastern Europe,2.0
641,8426,Q55770716,1850.0,1850,Marie-Isabelle De Keyser,4,Low countries,0.0
642,8431,Q16331838,1850.0,1850,Markos Renieris,21,Eastern Europe,0.0
643,8446,Q3099059,1869.0,1870,Gaston Lavalley,15,France,0.0
644,8465,Q3120095,1807.0,1810,Guillaume Michel Jérôme Meiffren Laugier,15,France,1.0
645,8478,Q12633510,1862.0,1860,Janko Nikola Grahor,10,Eastern Europe,0.0
646,8487,Q55740540,1847.0,1850,Jules Avigdor,4,France,0.0
647,8492,Q27181781,1871.0,1870,Henry Sydney Grazebrook,8,United Kingdom,0.0
648,8503,Q3043711,1842.0,1840,William Farr,28,United Kingdom,0.0
649,8521,Q3792365,1872.0,1870,Ignazio Perricci,10,Italy,0.0
650,8534,Q60151629,1849.0,1850,Frančišek Svetličič,4,Eastern Europe,0.0
651,8538,Q21289883,1849.0,1850,Thomas Waters,5,United Kingdom,3.0
652,8556,Q26489956,1841.0,1840,Albert Delton,7,France,1.0
653,8573,Q3049525,1861.0,1860,William Bonaparte-Wyse,29,France,0.0
654,8577,Q18179232,1807.0,1810,Alexandre-Martial-Auguste Damas,13,France,0.0
655,8591,Q55672672,1843.0,1840,Louis Du Broc de Segange,15,France,0.0
656,8611,Q6282376,1853.0,1850,Joseph Cundall,54,United Kingdom,1.0
657,8636,Q18113356,1854.0,1850,Jan Daniel Rozsypal,4,Eastern Europe,0.0
658,8645,Q2979753,1865.0,1860,Clovis Normand,3,France,0.0
659,8660,Q2136622,1822.0,1820,Willem Raammaker,1,Low countries,0.0
660,8666,Q18507691,1845.0,1840,Adolphe Rouargue,38,France,3.0
661,8673,Q716145,1813.0,1810,Mihailo Vitković,20,Eastern Europe,1.0
662,8676,Q16027268,1837.0,1840,Antoine Richard du Cantal,14,France,0.0
663,8684,Q105910069,1872.0,1870,Théodore Jules Guédy,6,France,0.0
664,8690,Q5858732,1845.0,1840,Ferdinando Giordano,4,Italy,0.0
665,8702,Q679861,1828.0,1830,Robert Edmond Grant,26,United Kingdom,9.0
